parcel_id,land_use,area_sqm,area_hectares,area_acres,area_gaj,perimeter_m,builtup_pct,builtup_area_sqm,building_count,compactness,confidence,verification_status,centroid_lon,centroid_lat
P-0507,Vacant / Open Plot,4.89,0.0005,0.0012,5.85,12.74,0.0,0.0,0,0.379,0.83,Pending Review,77.211024,28.611388
P-0068,Vacant / Open Plot,4.98,0.0005,0.0012,5.95,16.03,0.0,0.0,0,0.243,0.8,Pending Review,77.211039,28.61352
P-0374,Vacant / Open Plot,4.94,0.0005,0.0012,5.9,14.09,0.0,0.0,0,0.313,0.81,Pending Review,77.20919,28.612
P-0333,Vacant / Open Plot,4.7,0.0005,0.0012,5.62,16.28,0.0,0.0,0,0.223,0.79,Pending Review,77.209344,28.612206
P-0384,Vacant / Open Plot,4.98,0.0005,0.0012,5.95,11.49,0.0,0.0,0,0.474,0.84,Pending Review,77.210804,28.61189
P-0164,Vacant / Open Plot,4.85,0.0005,0.0012,5.8,9.95,0.0,0.0,0,0.616,0.87,Pending Review,77.210696,28.613125
P-0329,Vacant / Open Plot,4.91,0.0005,0.0012,5.88,16.98,0.0,0.0,0,0.214,0.79,Pending Review,77.210639,28.612259
P-0146,Vacant / Open Plot,4.59,0.0005,0.0011,5.49,9.71,0.0,0.0,0,0.612,0.87,Pending Review,77.211893,28.613213
P-0337,Vacant / Open Plot,4.7,0.0005,0.0012,5.62,11.53,0.0,0.0,0,0.444,0.84,Pending Review,77.210255,28.612207
P-0046,Vacant / Open Plot,4.7,0.0005,0.0012,5.62,14.38,0.0,0.0,0,0.286,0.81,Pending Review,77.211323,28.613659
P-0058,Vacant / Open Plot,4.85,0.0005,0.0012,5.8,12.44,0.0,0.0,0,0.394,0.83,Pending Review,77.21085,28.61358
P-0135,Vacant / Open Plot,4.72,0.0005,0.0012,5.65,12.19,0.0,0.0,0,0.4,0.83,Pending Review,77.209843,28.613229
P-0286,Vacant / Open Plot,4.7,0.0005,0.0012,5.62,13.03,0.0,0.0,0,0.348,0.82,Pending Review,77.210015,28.612438
P-0492,Vacant / Open Plot,4.87,0.0005,0.0012,5.83,10.7,0.0,0.0,0,0.534,0.86,Pending Review,77.211732,28.611448
P-0080,Vacant / Open Plot,4.42,0.0004,0.0011,5.29,10.26,0.0,0.0,0,0.528,0.86,Pending Review,77.209821,28.613486
P-0233,Vacant / Open Plot,4.4,0.0004,0.0011,5.26,17.8,0.0,0.0,0,0.175,0.78,Pending Review,77.210131,28.612706
P-0282,Vacant / Open Plot,4.53,0.0005,0.0011,5.42,10.57,0.0,0.0,0,0.51,0.85,Pending Review,77.211055,28.612456
P-0519,Vacant / Open Plot,4.53,0.0005,0.0011,5.42,14.01,0.0,0.0,0,0.29,0.81,Pending Review,77.211783,28.611318
P-0139,Vacant / Open Plot,4.53,0.0005,0.0011,5.42,10.41,0.0,0.0,0,0.525,0.86,Pending Review,77.212027,28.613225
P-0534,Vacant / Open Plot,4.21,0.0004,0.001,5.03,9.12,0.0,0.0,0,0.636,0.88,Pending Review,77.211733,28.611261
P-0287,Vacant / Open Plot,4.42,0.0004,0.0011,5.29,11.01,0.0,0.0,0,0.459,0.84,Pending Review,77.210442,28.612432
P-0200,Vacant / Open Plot,4.29,0.0004,0.0011,5.14,16.51,0.0,0.0,0,0.198,0.79,Pending Review,77.209327,28.612787
P-0501,Vacant / Open Plot,4.42,0.0004,0.0011,5.29,10.55,0.0,0.0,0,0.5,0.85,Pending Review,77.210964,28.611414
P-0039,Vacant / Open Plot,4.32,0.0004,0.0011,5.16,10.85,0.0,0.0,0,0.461,0.84,Pending Review,77.211357,28.613686
P-0269,Vacant / Open Plot,4.36,0.0004,0.0011,5.21,11.86,0.0,0.0,0,0.389,0.83,Pending Review,77.210224,28.612544
P-0415,Vacant / Open Plot,4.34,0.0004,0.0011,5.19,8.71,0.0,0.0,0,0.718,0.89,Pending Review,77.209623,28.611798
P-0562,Vacant / Open Plot,4.47,0.0004,0.0011,5.34,15.73,0.0,0.0,0,0.227,0.8,Pending Review,77.209544,28.611138
P-0013,Vacant / Open Plot,4.12,0.0004,0.001,4.93,12.94,0.0,0.0,0,0.309,0.81,Pending Review,77.211604,28.61383
P-0026,Vacant / Open Plot,4.27,0.0004,0.0011,5.11,9.89,0.0,0.0,0,0.549,0.86,Pending Review,77.210283,28.613743
P-0510,Vacant / Open Plot,4.29,0.0004,0.0011,5.14,9.95,0.0,0.0,0,0.546,0.86,Pending Review,77.211301,28.611361
P-0092,Vacant / Open Plot,4.38,0.0004,0.0011,5.24,14.24,0.0,0.0,0,0.272,0.8,Pending Review,77.210645,28.613417
P-0155,Vacant / Open Plot,3.97,0.0004,0.001,4.75,8.59,0.0,0.0,0,0.676,0.89,Pending Review,77.209836,28.613145
P-0476,Vacant / Open Plot,4.21,0.0004,0.001,5.03,12.5,0.0,0.0,0,0.338,0.82,Pending Review,77.209691,28.611488
P-0078,Vacant / Open Plot,4.0,0.0004,0.001,4.78,15.85,0.0,0.0,0,0.2,0.79,Pending Review,77.211515,28.613468
P-0076,Vacant / Open Plot,3.91,0.0004,0.001,4.68,9.51,0.0,0.0,0,0.543,0.86,Pending Review,77.209565,28.613493
P-0262,Vacant / Open Plot,4.21,0.0004,0.001,5.03,11.05,0.0,0.0,0,0.433,0.84,Pending Review,77.211538,28.612562
P-0394,Vacant / Open Plot,4.02,0.0004,0.001,4.8,10.8,0.0,0.0,0,0.433,0.84,Pending Review,77.210928,28.611875
P-0475,Vacant / Open Plot,3.95,0.0004,0.001,4.73,11.24,0.0,0.0,0,0.393,0.83,Pending Review,77.211856,28.61148
P-0181,Vacant / Open Plot,3.89,0.0004,0.001,4.65,8.56,0.0,0.0,0,0.667,0.88,Pending Review,77.209788,28.613047
P-0108,Vacant / Open Plot,4.0,0.0004,0.001,4.78,7.78,0.0,0.0,0,0.829,0.92,Pending Review,77.210127,28.613324
P-0218,Vacant / Open Plot,4.0,0.0004,0.001,4.78,9.28,0.0,0.0,0,0.583,0.87,Pending Review,77.21058,28.612776
P-0339,Vacant / Open Plot,3.8,0.0004,0.0009,4.55,13.19,0.0,0.0,0,0.275,0.8,Pending Review,77.21148,28.612223
P-0051,Vacant / Open Plot,3.63,0.0004,0.0009,4.34,14.28,0.0,0.0,0,0.224,0.79,Pending Review,77.211436,28.613636
P-0059,Vacant / Open Plot,3.63,0.0004,0.0009,4.34,13.58,0.0,0.0,0,0.248,0.8,Pending Review,77.211562,28.61356
P-0354,Vacant / Open Plot,3.76,0.0004,0.0009,4.5,9.3,0.0,0.0,0,0.547,0.86,Pending Review,77.209955,28.612127
P-0067,Vacant / Open Plot,3.78,0.0004,0.0009,4.52,9.54,0.0,0.0,0,0.522,0.85,Pending Review,77.209376,28.613535
P-0520,Vacant / Open Plot,3.65,0.0004,0.0009,4.37,9.37,0.0,0.0,0,0.523,0.85,Pending Review,77.21186,28.611302
P-0223,Vacant / Open Plot,3.78,0.0004,0.0009,4.52,12.23,0.0,0.0,0,0.318,0.81,Pending Review,77.209129,28.612744
P-0324,Vacant / Open Plot,3.63,0.0004,0.0009,4.34,12.04,0.0,0.0,0,0.315,0.81,Pending Review,77.20997,28.612275
P-0401,Vacant / Open Plot,3.65,0.0004,0.0009,4.37,7.93,0.0,0.0,0,0.729,0.9,Pending Review,77.209615,28.611839
P-0143,Vacant / Open Plot,3.38,0.0003,0.0008,4.04,10.12,0.0,0.0,0,0.414,0.83,Pending Review,77.210796,28.613214
P-0284,Vacant / Open Plot,3.55,0.0004,0.0009,4.24,10.53,0.0,0.0,0,0.402,0.83,Pending Review,77.211917,28.612456
P-0547,Vacant / Open Plot,3.61,0.0004,0.0009,4.32,8.78,0.0,0.0,0,0.589,0.87,Pending Review,77.210169,28.611224
P-0266,Vacant / Open Plot,3.59,0.0004,0.0009,4.29,12.94,0.0,0.0,0,0.269,0.8,Pending Review,77.212242,28.612546
P-0241,Vacant / Open Plot,3.31,0.0003,0.0008,3.96,8.15,0.0,0.0,0,0.627,0.88,Pending Review,77.209175,28.612682
P-0522,Vacant / Open Plot,3.46,0.0003,0.0009,4.14,9.08,0.0,0.0,0,0.527,0.86,Pending Review,77.209583,28.611289
P-0536,Vacant / Open Plot,3.57,0.0004,0.0009,4.27,9.2,0.0,0.0,0,0.53,0.86,Pending Review,77.210501,28.611264
P-0546,Vacant / Open Plot,3.38,0.0003,0.0008,4.04,8.81,0.0,0.0,0,0.546,0.86,Pending Review,77.210318,28.61122
P-0410,Vacant / Open Plot,3.4,0.0003,0.0008,4.06,9.47,0.0,0.0,0,0.476,0.85,Pending Review,77.210209,28.611812
P-0454,Vacant / Open Plot,3.44,0.0003,0.0009,4.11,8.97,0.0,0.0,0,0.537,0.86,Pending Review,77.212162,28.611614
P-0038,Vacant / Open Plot,3.23,0.0003,0.0008,3.86,12.72,0.0,0.0,0,0.251,0.8,Pending Review,77.211825,28.613683
P-0184,Vacant / Open Plot,3.33,0.0003,0.0008,3.99,9.28,0.0,0.0,0,0.487,0.85,Pending Review,77.211522,28.613014
P-0397,Vacant / Open Plot,3.14,0.0003,0.0008,3.76,10.42,0.0,0.0,0,0.364,0.82,Pending Review,77.210269,28.611847
P-0291,Vacant / Open Plot,3.46,0.0003,0.0009,4.14,10.1,0.0,0.0,0,0.426,0.84,Pending Review,77.210039,28.6124
P-0085,Vacant / Open Plot,3.2,0.0003,0.0008,3.83,10.57,0.0,0.0,0,0.361,0.82,Pending Review,77.211291,28.613471
P-0251,Vacant / Open Plot,2.88,0.0003,0.0007,3.45,11.85,0.0,0.0,0,0.258,0.8,Pending Review,77.211337,28.612631
P-0009,Vacant / Open Plot,2.67,0.0003,0.0007,3.19,23.42,0.0,0.0,0,0.061,0.76,Pending Review,77.212019,28.613897
