Parcel ID,Feature Type,Category,Area (sq m),Area (hectares),Area (acres),Area (gaj),Perimeter (m),Vertex Count,Confidence,Status
CAD-0264,Agricultural Land,Land,25.18,0.0025,0.0062,30.12,19.15,10,80%,Pending Review
CAD-0265,Agricultural Land,Land,21.08,0.0021,0.0052,25.21,21.0,11,80%,Pending Review
CAD-0266,Agricultural Land,Land,151.17,0.0151,0.0374,180.8,51.18,8,80%,Pending Review
CAD-0267,Agricultural Land,Land,18.95,0.0019,0.0047,22.66,19.57,10,80%,Pending Review
CAD-0268,Agricultural Land,Land,86.9,0.0087,0.0215,103.93,43.78,10,80%,Pending Review
CAD-0269,Agricultural Land,Land,48.06,0.0048,0.0119,57.48,29.31,11,80%,Pending Review
CAD-0270,Agricultural Land,Land,26.97,0.0027,0.0067,32.26,23.5,12,80%,Pending Review
CAD-0271,Agricultural Land,Land,39.11,0.0039,0.0097,46.78,26.51,10,80%,Pending Review
CAD-0272,Agricultural Land,Land,70.78,0.0071,0.0175,84.65,35.95,11,80%,Pending Review
CAD-0273,Agricultural Land,Land,21.07,0.0021,0.0052,25.2,21.92,9,80%,Pending Review
CAD-0274,Agricultural Land,Land,1089.78,0.109,0.2693,1303.38,201.9,9,80%,Pending Review
CAD-0275,Agricultural Land,Land,132.11,0.0132,0.0326,158.0,64.43,8,80%,Pending Review
CAD-0276,Agricultural Land,Land,42.24,0.0042,0.0104,50.52,39.32,8,80%,Pending Review
CAD-0277,Agricultural Land,Land,78.98,0.0079,0.0195,94.46,37.24,12,80%,Pending Review
CAD-0278,Agricultural Land,Land,17.72,0.0018,0.0044,21.19,19.55,12,80%,Pending Review
CAD-0279,Agricultural Land,Land,70.89,0.0071,0.0175,84.78,38.36,12,80%,Pending Review
CAD-0280,Agricultural Land,Land,95.26,0.0095,0.0235,113.93,39.71,10,80%,Pending Review
CAD-0281,Agricultural Land,Land,18.19,0.0018,0.0045,21.76,21.54,9,80%,Pending Review
CAD-0282,Agricultural Land,Land,323.17,0.0323,0.0799,386.51,134.82,6,80%,Pending Review
CAD-0283,Agricultural Land,Land,20.02,0.002,0.0049,23.94,20.11,9,80%,Pending Review
CAD-0284,Agricultural Land,Land,203.93,0.0204,0.0504,243.9,86.93,7,80%,Pending Review
CAD-0285,Agricultural Land,Land,24.25,0.0024,0.006,29.0,20.35,11,80%,Pending Review
CAD-0286,Agricultural Land,Land,29.54,0.003,0.0073,35.33,23.86,14,80%,Pending Review
CAD-0287,Agricultural Land,Land,40.86,0.0041,0.0101,48.87,42.89,11,80%,Pending Review
CAD-0288,Agricultural Land,Land,43.22,0.0043,0.0107,51.69,31.9,7,80%,Pending Review
CAD-0289,Agricultural Land,Land,76.96,0.0077,0.019,92.04,40.38,11,80%,Pending Review
CAD-0290,Agricultural Land,Land,171.75,0.0172,0.0424,205.41,133.02,7,80%,Pending Review
CAD-0291,Agricultural Land,Land,67.27,0.0067,0.0166,80.45,46.59,7,80%,Pending Review
CAD-0292,Agricultural Land,Land,38.64,0.0039,0.0095,46.21,37.49,8,80%,Pending Review
CAD-0293,Agricultural Land,Land,88423.34,8.8423,21.8499,105754.31,1730.17,11,80%,Pending Review
CAD-0294,Agricultural Land,Land,16.84,0.0017,0.0042,20.14,28.89,9,80%,Pending Review
CAD-0295,Agricultural Land,Land,47.68,0.0048,0.0118,57.03,35.05,10,80%,Pending Review
CAD-0296,Agricultural Land,Land,399.8,0.04,0.0988,478.16,95.97,9,80%,Pending Review
CAD-0297,Agricultural Land,Land,516.92,0.0517,0.1277,618.24,163.35,7,80%,Pending Review
CAD-0298,Agricultural Land,Land,81.56,0.0082,0.0202,97.55,39.57,9,80%,Pending Review
CAD-0299,Road / Pathway,Infrastructure,24.81,0.0025,0.0061,29.67,58.24,5,78%,Pending Review
CAD-0300,Road / Pathway,Infrastructure,10.25,0.001,0.0025,12.26,15.2,7,78%,Pending Review
CAD-0301,Road / Pathway,Infrastructure,30.5,0.0031,0.0075,36.48,23.4,6,78%,Pending Review
CAD-0302,Road / Pathway,Infrastructure,12.87,0.0013,0.0032,15.39,23.22,6,78%,Pending Review
CAD-0303,Road / Pathway,Infrastructure,27.49,0.0027,0.0068,32.88,33.41,6,78%,Pending Review
CAD-0304,Road / Pathway,Infrastructure,16.3,0.0016,0.004,19.49,36.24,6,78%,Pending Review
CAD-0305,Road / Pathway,Infrastructure,27.34,0.0027,0.0068,32.7,43.48,7,78%,Pending Review
CAD-0306,Road / Pathway,Infrastructure,8.91,0.0009,0.0022,10.66,20.08,7,78%,Pending Review
CAD-0307,Road / Pathway,Infrastructure,14.87,0.0015,0.0037,17.78,23.46,5,78%,Pending Review
CAD-0308,Road / Pathway,Infrastructure,379.01,0.0379,0.0937,453.3,127.96,6,78%,Pending Review
CAD-0309,Road / Pathway,Infrastructure,8.68,0.0009,0.0021,10.38,20.05,6,78%,Pending Review
CAD-0310,Road / Pathway,Infrastructure,18.85,0.0019,0.0047,22.54,20.62,7,78%,Pending Review
CAD-0311,Road / Pathway,Infrastructure,373.39,0.0373,0.0923,446.57,181.94,6,78%,Pending Review
CAD-0312,Road / Pathway,Infrastructure,45.3,0.0045,0.0112,54.18,50.35,8,78%,Pending Review
CAD-0313,Road / Pathway,Infrastructure,157.08,0.0157,0.0388,187.87,107.12,7,78%,Pending Review
CAD-0314,Road / Pathway,Infrastructure,36.06,0.0036,0.0089,43.13,73.52,4,78%,Pending Review
CAD-0315,Road / Pathway,Infrastructure,40.03,0.004,0.0099,47.88,44.84,5,78%,Pending Review
CAD-0316,Road / Pathway,Infrastructure,375.94,0.0376,0.0929,449.62,112.63,6,78%,Pending Review
CAD-0317,Road / Pathway,Infrastructure,163.08,0.0163,0.0403,195.04,109.6,6,78%,Pending Review
CAD-0318,Road / Pathway,Infrastructure,514.74,0.0515,0.1272,615.63,126.24,7,78%,Pending Review
CAD-0319,Road / Pathway,Infrastructure,142.69,0.0143,0.0353,170.66,55.07,7,78%,Pending Review
CAD-0320,Road / Pathway,Infrastructure,9.0,0.0009,0.0022,10.76,14.45,9,78%,Pending Review
CAD-0321,Road / Pathway,Infrastructure,8.69,0.0009,0.0021,10.39,31.94,6,78%,Pending Review
CAD-0322,Road / Pathway,Infrastructure,53.9,0.0054,0.0133,64.46,39.64,6,78%,Pending Review
CAD-0323,Road / Pathway,Infrastructure,14.65,0.0015,0.0036,17.52,31.08,9,78%,Pending Review
CAD-0324,Road / Pathway,Infrastructure,19.21,0.0019,0.0047,22.98,22.95,8,78%,Pending Review
CAD-0325,Road / Pathway,Infrastructure,25.29,0.0025,0.0062,30.25,36.35,5,78%,Pending Review
CAD-0326,Road / Pathway,Infrastructure,18.95,0.0019,0.0047,22.66,29.86,8,78%,Pending Review
CAD-0327,Road / Pathway,Infrastructure,29.18,0.0029,0.0072,34.9,70.17,4,78%,Pending Review
CAD-0328,Road / Pathway,Infrastructure,11.93,0.0012,0.0029,14.27,25.26,6,78%,Pending Review
CAD-0329,Road / Pathway,Infrastructure,140.88,0.0141,0.0348,168.49,83.29,6,78%,Pending Review
CAD-0330,Road / Pathway,Infrastructure,11.82,0.0012,0.0029,14.14,16.09,7,78%,Pending Review
CAD-0331,Road / Pathway,Infrastructure,9.84,0.001,0.0024,11.77,17.25,8,78%,Pending Review
CAD-0332,Road / Pathway,Infrastructure,12.42,0.0012,0.0031,14.85,16.81,7,78%,Pending Review
CAD-0333,Road / Pathway,Infrastructure,7.97,0.0008,0.002,9.53,18.21,6,78%,Pending Review
CAD-0334,Road / Pathway,Infrastructure,26.05,0.0026,0.0064,31.16,21.25,9,78%,Pending Review
CAD-0335,Road / Pathway,Infrastructure,151.78,0.0152,0.0375,181.53,68.4,7,78%,Pending Review
CAD-0336,Road / Pathway,Infrastructure,10.41,0.001,0.0026,12.45,23.51,6,78%,Pending Review
CAD-0337,Road / Pathway,Infrastructure,237.31,0.0237,0.0586,283.82,106.77,7,78%,Pending Review
CAD-0338,Road / Pathway,Infrastructure,7.8,0.0008,0.0019,9.33,19.17,5,78%,Pending Review
CAD-0339,Road / Pathway,Infrastructure,12.37,0.0012,0.0031,14.79,18.14,9,78%,Pending Review
CAD-0340,Road / Pathway,Infrastructure,13.56,0.0014,0.0034,16.22,22.4,9,78%,Pending Review
CAD-0341,Road / Pathway,Infrastructure,23.32,0.0023,0.0058,27.89,49.15,8,78%,Pending Review
CAD-0342,Road / Pathway,Infrastructure,135.51,0.0136,0.0335,162.07,66.6,8,78%,Pending Review
CAD-0343,Road / Pathway,Infrastructure,12.85,0.0013,0.0032,15.37,18.54,7,78%,Pending Review
CAD-0344,Road / Pathway,Infrastructure,23.24,0.0023,0.0057,27.8,21.94,5,78%,Pending Review
CAD-0345,Road / Pathway,Infrastructure,10.85,0.0011,0.0027,12.98,30.37,6,78%,Pending Review
CAD-0346,Road / Pathway,Infrastructure,12.18,0.0012,0.003,14.57,30.46,5,78%,Pending Review
CAD-0347,Road / Pathway,Infrastructure,24.37,0.0024,0.006,29.15,41.24,8,78%,Pending Review
CAD-0348,Road / Pathway,Infrastructure,9.9,0.001,0.0024,11.84,17.37,8,78%,Pending Review
CAD-0349,Road / Pathway,Infrastructure,12.94,0.0013,0.0032,15.48,17.44,9,78%,Pending Review
CAD-0350,Road / Pathway,Infrastructure,248.01,0.0248,0.0613,296.62,96.48,6,78%,Pending Review
CAD-0351,Road / Pathway,Infrastructure,50.77,0.0051,0.0125,60.72,48.04,6,78%,Pending Review
CAD-0352,Road / Pathway,Infrastructure,35.81,0.0036,0.0088,42.83,40.71,6,78%,Pending Review
CAD-0353,Road / Pathway,Infrastructure,48.81,0.0049,0.0121,58.38,42.9,8,78%,Pending Review
CAD-0354,Road / Pathway,Infrastructure,10.24,0.001,0.0025,12.25,18.12,8,78%,Pending Review
CAD-0355,Road / Pathway,Infrastructure,562.07,0.0562,0.1389,672.24,168.99,6,78%,Pending Review
CAD-0356,Vacant / Open Land,Land,34.5,0.0034,0.0085,41.26,64.75,5,75%,Pending Review
CAD-0357,Vacant / Open Land,Land,68.93,0.0069,0.017,82.44,103.87,6,75%,Pending Review
CAD-0358,Vacant / Open Land,Land,253.49,0.0253,0.0626,303.17,71.47,7,75%,Pending Review
CAD-0359,Vacant / Open Land,Land,80.82,0.0081,0.02,96.66,39.84,7,75%,Pending Review
CAD-0360,Vacant / Open Land,Land,62.69,0.0063,0.0155,74.98,49.92,7,75%,Pending Review
CAD-0361,Vacant / Open Land,Land,29.63,0.003,0.0073,35.44,21.89,7,75%,Pending Review
CAD-0362,Vacant / Open Land,Land,183.95,0.0184,0.0455,220.0,106.36,6,75%,Pending Review
CAD-0363,Vacant / Open Land,Land,47.45,0.0047,0.0117,56.75,108.65,5,75%,Pending Review
CAD-0364,Vacant / Open Land,Land,44.81,0.0045,0.0111,53.59,29.05,9,75%,Pending Review
CAD-0365,Vacant / Open Land,Land,323.72,0.0324,0.08,387.17,79.4,7,75%,Pending Review
CAD-0366,Vacant / Open Land,Land,44.14,0.0044,0.0109,52.79,40.19,7,75%,Pending Review
CAD-0367,Vacant / Open Land,Land,161.78,0.0162,0.04,193.49,63.89,7,75%,Pending Review
CAD-0368,Vacant / Open Land,Land,1291.01,0.1291,0.319,1544.05,232.93,5,75%,Pending Review
CAD-0369,Vacant / Open Land,Land,80.58,0.0081,0.0199,96.37,46.09,5,75%,Pending Review
CAD-0370,Vacant / Open Land,Land,235.38,0.0235,0.0582,281.51,98.32,7,75%,Pending Review
CAD-0371,Vacant / Open Land,Land,179.72,0.018,0.0444,214.95,59.9,7,75%,Pending Review
CAD-0372,Vacant / Open Land,Land,1461.06,0.1461,0.361,1747.43,202.93,6,75%,Pending Review
CAD-0373,Vacant / Open Land,Land,47.11,0.0047,0.0116,56.34,34.76,7,75%,Pending Review
CAD-0374,Vacant / Open Land,Land,85.73,0.0086,0.0212,102.53,37.95,9,75%,Pending Review
CAD-0375,Vacant / Open Land,Land,135.9,0.0136,0.0336,162.54,51.27,10,75%,Pending Review
CAD-0376,Vacant / Open Land,Land,97.11,0.0097,0.024,116.14,41.59,7,75%,Pending Review
CAD-0377,Vacant / Open Land,Land,872.79,0.0873,0.2157,1043.86,163.18,6,75%,Pending Review
CAD-0378,Vacant / Open Land,Land,1603.88,0.1604,0.3963,1918.24,208.69,6,75%,Pending Review
CAD-0379,Vacant / Open Land,Land,32.56,0.0033,0.008,38.94,24.59,7,75%,Pending Review
CAD-0380,Vacant / Open Land,Land,215.48,0.0215,0.0532,257.71,68.65,8,75%,Pending Review
CAD-0381,Vacant / Open Land,Land,1821.47,0.1821,0.4501,2178.48,256.18,11,75%,Pending Review
CAD-0382,Vacant / Open Land,Land,123.08,0.0123,0.0304,147.2,233.25,4,75%,Pending Review
CAD-0383,Vacant / Open Land,Land,941.17,0.0941,0.2326,1125.64,164.45,8,75%,Pending Review
CAD-0384,Vacant / Open Land,Land,228.27,0.0228,0.0564,273.01,75.58,7,75%,Pending Review
CAD-0385,Vacant / Open Land,Land,135.07,0.0135,0.0334,161.54,71.83,9,75%,Pending Review
CAD-0386,Vacant / Open Land,Land,155.2,0.0155,0.0384,185.62,59.27,9,75%,Pending Review
CAD-0387,Vacant / Open Land,Land,422.35,0.0422,0.1044,505.13,116.29,7,75%,Pending Review
CAD-0388,Vacant / Open Land,Land,105.05,0.0105,0.026,125.64,49.39,8,75%,Pending Review
CAD-0389,Vacant / Open Land,Land,400.27,0.04,0.0989,478.72,106.67,7,75%,Pending Review
CAD-0390,Vacant / Open Land,Land,62.33,0.0062,0.0154,74.55,42.71,7,75%,Pending Review
CAD-0391,Vacant / Open Land,Land,38.86,0.0039,0.0096,46.48,89.6,5,75%,Pending Review
CAD-0392,Vacant / Open Land,Land,36.95,0.0037,0.0091,44.19,24.2,6,75%,Pending Review
CAD-0393,Vacant / Open Land,Land,176.32,0.0176,0.0436,210.88,90.55,6,75%,Pending Review
CAD-0394,Vacant / Open Land,Land,254.93,0.0255,0.063,304.9,65.79,6,75%,Pending Review
CAD-0395,Vacant / Open Land,Land,29.46,0.0029,0.0073,35.23,29.13,6,75%,Pending Review
CAD-0396,Vacant / Open Land,Land,47.95,0.0048,0.0118,57.35,46.93,6,75%,Pending Review
CAD-0397,Vacant / Open Land,Land,181.51,0.0182,0.0449,217.09,82.15,7,75%,Pending Review
CAD-0398,Vacant / Open Land,Land,80.47,0.008,0.0199,96.24,39.35,6,75%,Pending Review
CAD-0399,Vacant / Open Land,Land,328.31,0.0328,0.0811,392.66,128.17,6,75%,Pending Review
